P_badius_145_new,,E1,C1
P_badius_145_new,,C1,C2
P_badius_145_new,,C2,C5
P_badius_145_new,,C2,C3
P_badius_145_new,,C3,C4
P_badius_145_new,,C2,C6
P_badius_145_new,,C6,C7
P_badius_145_new,,C7,C8
P_badius_145_new,,C8,C10
P_badius_145_new,,C8,C9
P_badius_145_new,,C9,C11
P_badius_145_new,,C8,C12
P_badius_145_new,,C12,C13
P_badius_145_new,,C13,C14
P_badius_145_new,,C14,C15
P_badius_145_new,,C15,C16
P_badius_145_new,,C16,C17
P_badius_145_new,,C17,C18
P_badius_145_new,,C18,C19
P_badius_145_new,,C19,C20
P_badius_145_new,,C20,C21
P_badius_145_new,,C21,C22
P_badius_145_new,,C22,C23
P_badius_145_new,,C23,C24
P_badius_145_new,,C24,C25
P_badius_145_new,,C25,C26
P_badius_145_new,,C26,C27
P_badius_145_new,,C27,C28
P_badius_145_new,,C28,C29
P_badius_145_new,,C29,J1
P_badius_145_new,,J1,C30
P_badius_145_new,,J1,C31
P_badius_145_new,,J1,C32
P_badius_145_new,,C32,C33
P_badius_145_new,,C33,C34
