Aphaenogaster_1,,E1,C1,0.98
Aphaenogaster_1,,C1,C2,2.501
Aphaenogaster_1,,C2,C3,4.196
Aphaenogaster_1,,C3,C4,2.264
Aphaenogaster_1,,C4,C5,16.704
Aphaenogaster_1,,C5,C6,4.112
Aphaenogaster_1,,C6,C7,4.838
