O_brunneus7,,E1,C1,0.01
O_brunneus7,,C1,J1,20.73
O_brunneus7,,E2,J1,
O_brunneus7,,J1,END1,
O_brunneus7,,J1,END2,
O_brunneus7,,E3,J1,
O_brunneus7,,E3,C2,15.23
O_brunneus7,,C1,C2,40.427
O_brunneus7,,C2,C3,1.633
O_brunneus7,,C3,C4,6.735
O_brunneus7,,C4,C5,3.291
O_brunneus7,,C5,C6,9.594
O_brunneus7,,C6,C7,1.837
O_brunneus7,,C7,C8,38.84
