V_pergandei2,,E1,C1
V_pergandei2,,C1,C3
V_pergandei2,,E2,C2
V_pergandei2,,C2,C4
V_pergandei2,,C4,J1
V_pergandei2,,C4,J1
V_pergandei2,,C3,J2
V_pergandei2,,J1,J2
V_pergandei2,,C3,C9
V_pergandei2,,J2,C9
V_pergandei2,,C9,C5
V_pergandei2,,C5,C6
V_pergandei2,,C6,END1
V_pergandei2,,C6,C7
V_pergandei2,,C7,C8
V_pergandei2,,C8,END3
V_pergandei2,,C8,C23
V_pergandei2,,C23,C24
V_pergandei2,,C24,C25
V_pergandei2,,C25,END2
V_pergandei2,,C8,C11
V_pergandei2,,C11,C10
V_pergandei2,,C10,C12
V_pergandei2,,C12,END12
V_pergandei2,,C12,C13
V_pergandei2,,C13,C21
V_pergandei2,,C13,END11
V_pergandei2,,C13,J3
V_pergandei2,,J3,END13
V_pergandei2,,J3,C22
V_pergandei2,,J3,END5
V_pergandei2,,C22,END4
V_pergandei2,,C13,C14
V_pergandei2,,C14,END6
V_pergandei2,,C14,C26
V_pergandei2,,C26,END7
V_pergandei2,,C14,C15
V_pergandei2,,C15,END9
V_pergandei2,,C15,END8
V_pergandei2,,C15,C16
V_pergandei2,,C16,C17
V_pergandei2,,C17,C18
V_pergandei2,,C18,C19
V_pergandei2,,C19,C20
V_pergandei2,,C20,END10
