F_japonica_T3,,E1,J1
F_japonica_T3,,J1,END1
F_japonica_T3,,J1,J2
F_japonica_T3,,J2,END2
F_japonica_T3,,J2,END16
F_japonica_T3,,E2,J2
F_japonica_T3,,J2,END3
F_japonica_T3,,J2,J3
F_japonica_T3,,J3,C1
F_japonica_T3,,C1,C2
F_japonica_T3,,E3,J4
F_japonica_T3,,J4,END4
F_japonica_T3,,J4,J5
F_japonica_T3,,J5,J3
F_japonica_T3,,J5,J6
F_japonica_T3,,J6,END5
F_japonica_T3,,C1,J7
F_japonica_T3,,J7,END6
F_japonica_T3,,C2,J8
F_japonica_T3,,J8,C3
F_japonica_T3,,J7,C4
F_japonica_T3,,C4,C6
F_japonica_T3,,C6,J9
F_japonica_T3,,J8,J9
F_japonica_T3,,C3,J10
F_japonica_T3,,J9,J10
F_japonica_T3,,J9,END7
F_japonica_T3,,J9,J11
F_japonica_T3,,J10,C8
F_japonica_T3,,C8,END8
F_japonica_T3,,C8,C9
F_japonica_T3,,C9,C10
F_japonica_T3,,J11,C10
F_japonica_T3,,J11,C11
F_japonica_T3,,J6,C5
F_japonica_T3,,C5,C7
F_japonica_T3,,C7,C18
F_japonica_T3,,C7,C18
F_japonica_T3,,C18,END9
F_japonica_T3,,C18,C19
F_japonica_T3,,C19,END10
F_japonica_T3,,C19,C20
F_japonica_T3,,C20,C21
F_japonica_T3,,C21,END11
F_japonica_T3,,C9,C12
F_japonica_T3,,C12,J12
F_japonica_T3,,J12,J13
F_japonica_T3,,J13,J14
F_japonica_T3,,J13,J14
F_japonica_T3,,J12,C22
F_japonica_T3,,C22,J14
F_japonica_T3,,C22,J15
F_japonica_T3,,J15,END12
F_japonica_T3,,J15,END13
F_japonica_T3,,C11,C13
F_japonica_T3,,C13,C14
F_japonica_T3,,C14,C15
F_japonica_T3,,C15,C16
F_japonica_T3,,C16,C17
F_japonica_T3,,C17,C23
F_japonica_T3,,C23,C24
F_japonica_T3,,C24,C25
F_japonica_T3,,C25,C26
F_japonica_T3,,C26,C27
F_japonica_T3,,C27,C28
F_japonica_T3,,C28,C29
F_japonica_T3,,C29,C30
F_japonica_T3,,C30,C31
F_japonica_T3,,C31,J16
F_japonica_T3,,C27,C30
F_japonica_T3,,J16,C32
F_japonica_T3,,C32,END17
F_japonica_T3,,J16,J17
F_japonica_T3,,J17,END14
F_japonica_T3,,J17,END15
