117,,E1,C1
117,,C1,C2
117,,C2,C3
117,,C3,C4
117,,C3,C5
117,,C5,END1
117,,C1,C6
117,,C6,C7
117,,C7,C8
117,,C8,C9
117,,C9,C10
117,,C10,C11
117,,C11,C12
