A_floridana26,,E1,C1,,
A_floridana26,,C1,C2,T1,1.1
A_floridana26,,C2,C3,T2,1.5
A_floridana26,,C3,C4,T3,6.2
A_floridana26,,C3,C4,T4,5.2
A_floridana26,,C3,C4,T5,6
A_floridana26,,C4,C5,T6,1.8
A_floridana26,,C4,C5,T7,2.4
A_floridana26,,C5,C6,T8,15.9
A_floridana26,,C6,C7,T9,16.6
