A_floridana15,,E1,C1
A_floridana15,,C1,C2
A_floridana15,,C1,C3
A_floridana15,,C2,C3
A_floridana15,,C2,C5
A_floridana15,,C3,C4
A_floridana15,,C4,C5
A_floridana15,,C5,C6
A_floridana15,,C6,C7
