A_floridana7,,E1,C1,,
A_floridana7,,C1,C2,T1,2.3
A_floridana7,,C1,C3,T2,2
A_floridana7,,C2,C4,T3,1.3
A_floridana7,,C3,J1,T4,2.6
A_floridana7,,C4,C5,T5,1.6
A_floridana7,,C5,C6,T6,3.9
A_floridana7,,J1,C6,T7,5.4
A_floridana7,,C6,C7,T8,3.5
A_floridana7,,C5,J1,T9,1.1
A_floridana7,,C2,C3,T10,0.8
