F_japonica_T13,,E1,J1
F_japonica_T13,,E2,J2
F_japonica_T13,,E3,C2
F_japonica_T13,,E4,C7
F_japonica_T13,,J1,J2
F_japonica_T13,,J2,J3
F_japonica_T13,,J2,C1
F_japonica_T13,,J3,C2
F_japonica_T13,,C2,C7
F_japonica_T13,,C7,C8
F_japonica_T13,,C8,C9
F_japonica_T13,,C8,C10
F_japonica_T13,,C2,C11
F_japonica_T13,,C2,J11
F_japonica_T13,,C7,C14
F_japonica_T13,,C7,J7
F_japonica_T13,,J7,J8
F_japonica_T13,,J8,END1
F_japonica_T13,,J8,END2
F_japonica_T13,,J7,C12
F_japonica_T13,,C12,C13
F_japonica_T13,,J11,C17
F_japonica_T13,,J11,C15
F_japonica_T13,,C15,J10
F_japonica_T13,,J10,END3
F_japonica_T13,,J10,END4
F_japonica_T13,,C15,C16
F_japonica_T13,,C16,END5
F_japonica_T13,,J11,C18
F_japonica_T13,,C18,C19
F_japonica_T13,,C19,C20
F_japonica_T13,,C20,END6
F_japonica_T13,,C18,C21
F_japonica_T13,,C21,J12
F_japonica_T13,,J12,END7
F_japonica_T13,,J12,C22
F_japonica_T13,,C22,C29
F_japonica_T13,,C29,C30
F_japonica_T13,,C29,END8
F_japonica_T13,,J3,J4
F_japonica_T13,,J4,C3
F_japonica_T13,,J4,J5
F_japonica_T13,,J5,END9
F_japonica_T13,,J5,J6
F_japonica_T13,,J6,C4
F_japonica_T13,,J6,C5
F_japonica_T13,,C5,C6
F_japonica_T13,,C6,END10
F_japonica_T13,,J1,C23
F_japonica_T13,,C23,C24
F_japonica_T13,,C24,END11
F_japonica_T13,,C23,J13
F_japonica_T13,,J13,C25
F_japonica_T13,,C25,C27
F_japonica_T13,,J13,C26
F_japonica_T13,,C26,C28
F_japonica_T13,,C28,END12
F_japonica_T13,,C22,C31
F_japonica_T13,,C31,C32
F_japonica_T13,,C32,C33
