50,,E1,J1
50,,J1,END1
50,,J1,C1
50,,C1,C2
50,,C2,C3
50,,C3,C4
50,,C4,END2
50,,C3,C5
50,,C5,C6
50,,C6,C7
50,,C7,C8
50,,C8,END3
