F_archboldi2,,E1,C1,T1
F_archboldi2,,C1,C2,T2
F_archboldi2,,C2,C5,T3
F_archboldi2,,C5,C6,T4
F_archboldi2,,C1,J1,T5
F_archboldi2,,J1,C3,T6
F_archboldi2,,C3,C4,T7
F_archboldi2,,C4,C5,T8
F_archboldi2,,C5,C6,T9
F_archboldi2,,C6,C7,T10
F_archboldi2,,C7,C8,T11
F_archboldi2,,C8,C9,T12
F_archboldi2,,C9,C10,T13
F_archboldi2,,C10,C11,T14
