M_goeldii_CR17,,E1,J1,32.917
M_goeldii_CR17,,J1,C1,20.702
M_goeldii_CR17,,J1,J2,6.849
M_goeldii_CR17,,J2,C2,17.609
M_goeldii_CR17,,J2,C6,8.665
M_goeldii_CR17,,C6,C5,11.752
M_goeldii_CR17,,J2,J3,7.501
M_goeldii_CR17,,J3,J4,1.96
M_goeldii_CR17,,J4,J5,2
M_goeldii_CR17,,J5,J6,14.24
M_goeldii_CR17,,J5,C3,11.446
M_goeldii_CR17,,J6,C4,21.417
M_goeldii_CR17,,J4,C8,3.696
M_goeldii_CR17,,J3,C7,3.043
