NestID,Structure Type,Structure ID,Maximum Width,Notes
F_archboldi2,Chamber,C5,NA,
F_archboldi2,Chamber,C6,NA,
F_archboldi2,Chamber,C7,NA,
F_archboldi2,Chamber,C8,NA,
F_archboldi2,Chamber,C9,NA,
F_archboldi2,Chamber,C10,NA,
F_archboldi2,Chamber,C11,NA,
F_archboldi3,Chamber,C1,3.834,
F_archboldi3,Chamber,C2,4.153,
F_archboldi3,Chamber,C3,8.116,
F_archboldi3,Chamber,C4,3.021,
F_archboldi3,Chamber,C5,8.639,
F_archboldi3,Chamber,C6,4.984,
F_archboldi3,Chamber,C7,2.397,
F_archboldi3,Chamber,C8,3.674,
F_archboldi3,Chamber,C9,3.483,
F_archboldi3,Chamber,C10,3.835,
F_archboldi3,Chamber,C11,2.973,
F_archboldi3,Chamber,C12,3.587,
F_archboldi3,Chamber,C13,5.053,
F_archboldi3,Chamber,C14,4.895,
F_archboldi3,Chamber,C15,3.738,
F_archboldi3,Chamber,C16,3.931,
F_archboldi3,Chamber,C17,3.132,
F_archboldi3,Chamber,C18,2.591,
F_archboldi3,Chamber,C19,2.494,
F_archboldi3,Chamber,C20,1.757,
F_dolosa1,Chamber,C1,4.257,
F_dolosa1,Chamber,C2,3.546,
F_dolosa1,Chamber,C3,7.138,
F_dolosa1,Chamber,C4,4.275,
F_dolosa1,Chamber,C5,3.356,
F_dolosa1,Chamber,C6,3.209,
F_dolosa1,Chamber,C7,3.537,
F_dolosa1,Chamber,C8,3.8,
F_dolosa1,Chamber,C9,4.573,
F_dolosa1,Chamber,C10,4.622,
F_dolosa1,Chamber,C11,3.799,
F_dolosa1,Chamber,C12,3.5,
F_dolosa1,Chamber,C13,3.342,
F_dolosa1,Chamber,C14,4.003,
F_dolosa1,Chamber,C15,2.489,
F_dolosa1,Chamber,C16,4.65,
F_japonica_T1,Chamber,C1,NA,
F_japonica_T1,Chamber,C2,NA,
F_japonica_T1,Chamber,C3,NA,
F_japonica_T1,Chamber,C4,NA,
F_japonica_T1,Chamber,C5,NA,
F_japonica_T1,Chamber,C6,NA,
F_japonica_T1,Chamber,C7,NA,
F_japonica_T1,Chamber,C8,NA,
F_japonica_T1,Chamber,C9,NA,
F_japonica_T1,Chamber,C10,NA,
F_japonica_T1,Chamber,C11,NA,
F_japonica_T1,Chamber,C12,NA,
F_japonica_T1,Chamber,C13,NA,
F_japonica_T13,Chamber,C1,NA,
F_japonica_T13,Chamber,C2,NA,
F_japonica_T13,Chamber,C3,NA,
F_japonica_T13,Chamber,C4,NA,
F_japonica_T13,Chamber,C5,NA,
F_japonica_T13,Chamber,C6,NA,
F_japonica_T13,Chamber,C7,NA,
F_japonica_T13,Chamber,C8,NA,
F_japonica_T13,Chamber,C9,NA,
F_japonica_T13,Chamber,C10,NA,
F_japonica_T13,Chamber,C11,NA,
F_japonica_T13,Chamber,C12,NA,
F_japonica_T13,Chamber,C13,NA,
F_japonica_T13,Chamber,C14,NA,
F_japonica_T13,Chamber,C15,NA,
F_japonica_T13,Chamber,C16,NA,
F_japonica_T13,Chamber,C17,NA,
F_japonica_T13,Chamber,C18,NA,
F_japonica_T13,Chamber,C19,NA,
F_japonica_T13,Chamber,C20,NA,
F_japonica_T13,Chamber,C21,NA,
F_japonica_T13,Chamber,C22,NA,
F_japonica_T13,Chamber,C23,NA,
F_japonica_T13,Chamber,C24,NA,
F_japonica_T13,Chamber,C25,NA,
F_japonica_T13,Chamber,C26,NA,
F_japonica_T13,Chamber,C27,NA,
F_japonica_T13,Chamber,C28,NA,
F_japonica_T13,Chamber,C29,NA,
F_japonica_T13,Chamber,C30,NA,
F_japonica_T13,Chamber,C31,NA,
F_japonica_T13,Chamber,C32,NA,
F_japonica_T13,Chamber,C33,NA,
F_japonica_T3,Chamber,C1,NA,
F_japonica_T3,Chamber,C2,NA,
F_japonica_T3,Chamber,C3,NA,
F_japonica_T3,Chamber,C4,NA,
F_japonica_T3,Chamber,C5,NA,
F_japonica_T3,Chamber,C6,NA,
F_japonica_T3,Chamber,C7,NA,
F_japonica_T3,Chamber,C8,NA,
F_japonica_T3,Chamber,C9,NA,
F_japonica_T3,Chamber,C10,NA,
F_japonica_T3,Chamber,C11,NA,
F_japonica_T3,Chamber,C12,NA,
F_japonica_T3,Chamber,C13,NA,
F_japonica_T3,Chamber,C14,NA,
F_japonica_T3,Chamber,C15,NA,
F_japonica_T3,Chamber,C16,NA,
F_japonica_T3,Chamber,C17,NA,
F_japonica_T3,Chamber,C18,NA,
F_japonica_T3,Chamber,C19,NA,
F_japonica_T3,Chamber,C20,NA,
F_japonica_T3,Chamber,C21,NA,
F_japonica_T3,Chamber,C22,NA,
F_japonica_T3,Chamber,C23,NA,
F_japonica_T3,Chamber,C24,NA,
F_japonica_T3,Chamber,C25,NA,
F_japonica_T3,Chamber,C26,NA,
F_japonica_T3,Chamber,C27,NA,
F_japonica_T3,Chamber,C28,NA,
F_japonica_T3,Chamber,C29,NA,
F_japonica_T3,Chamber,C30,NA,
F_japonica_T3,Chamber,C31,NA,
F_japonica_T3,Chamber,C32,NA,
F_japonica_T4,Chamber,C4,NA,
F_japonica_T4,Chamber,C14,NA,
F_japonica_T4,Chamber,C18,NA,
F_japonica_T4,Chamber,C6,NA,
F_japonica_T4,Chamber,C5,NA,
F_japonica_T4,Chamber,C13,NA,
F_japonica_T4,Chamber,C2,NA,
F_japonica_T4,Chamber,C16,NA,
F_japonica_T4,Chamber,C17,NA,
F_japonica_T4,Chamber,C1,NA,
F_japonica_T4,Chamber,C19,NA,
F_japonica_T4,Chamber,C11,NA,
F_japonica_T4,Chamber,C3,NA,
F_japonica_T4,Chamber,C10,NA,
F_japonica_T4,Chamber,C15,NA,
F_japonica_T4,Chamber,C7,NA,
F_japonica_T4,Chamber,C9,NA,
F_japonica_T4,Chamber,C8,NA,
F_japonica_T4,Chamber,C12,NA,
F_pallidefulva1,Chamber,C1,7.501,
F_pallidefulva1,Chamber,C2,3.59,
F_pallidefulva1,Chamber,C3,3.077,
F_pallidefulva1,Chamber,C4,4.307,
F_pallidefulva1,Chamber,C5,4.382,
F_pallidefulva1,Chamber,C6,2.578,
F_pallidefulva1,Chamber,C7,3.738,
F_pallidefulva1,Chamber,C8,6.162,
F_pallidefulva1,Chamber,C9,3.915,
F_pallidefulva1,Chamber,C10,6.431,
F_pallidefulva1,Chamber,C11,6.351,
F_pallidefulva1,Chamber,C12,6.303,
F_pallidefulva1,Chamber,C13,1.799,
F_pallidefulva1,Chamber,C14,4.303,
F_pallidefulva1,Chamber,C15,2.83,
F_pallidefulva1,Chamber,C16,5.251,
F_subaenescens1,,C1,4.06146,
F_subaenescens1,,C2,3.23596,
F_subaenescens1,,C3,2.21996,
F_subaenescens1,,C4,1.62814,
F_subaenescens1,,C5,3.0988,
F_subaenescens1,,C6,6.37032,
F_subaenescens1,,C7,2.82956,
F_subaenescens1,,C8,2.6289,
F_subaenescens1,,C9,2.02184,
F_subaenescens1,,C10,3.28168,
F_subaenescens1,,C11,2.77622,
F_subaenescens1,,C12,2.57556,
F_subaenescens1,,C13,5.04698,
F_subaenescens1,,C14,4.69392,
F_subaenescens1,,C15,5.89026,
F_subaenescens1,,C16,2.0701,
F_subaenescens1,,C17,2.62382,
F_subaenescens1,,C18,3.13944,
F_subaenescens1,,C19,3.048,
F_subaenescens1,,C20,2.37236,
F_subaenescens1,,C21,3.31216,
Forelius_sp1,Chamber,C7,1,
Forelius_sp1,Chamber,C10,1.1,
Forelius_sp1,Chamber,C13,1.15,
Forelius_sp1,Chamber,C12,1.15,
Forelius_sp1,Chamber,C11,1.2,
Forelius_sp1,Chamber,C1,1.4,
Forelius_sp1,Chamber,C3,1.4,
Forelius_sp1,Chamber,C4,1.4,
Forelius_sp1,Chamber,C5,1.5,
Forelius_sp1,Chamber,C9,1.65,
Forelius_sp1,Chamber,C6,2.2,
Forelius_sp1,Chamber,C8,2.3,
Forelius_sp1,Chamber,C2,2.4,
Forelius_sp1,Chamber,C14,3.5,
M_acutus1,Entrance,E1,0,
M_acutus1,Chamber,C1,4,
M_acutus2,Entrance,E1,0,
M_acutus2,Chamber,C1,7,
M_acutus3,Entrance,E1,0,
M_acutus3,Chamber,C1,5,
M_acutus4,Entrance,E1,0,
M_acutus4,Chamber,C1,5,
M_acutus5,Entrance,E1,0,
M_acutus5,Chamber,C1,4.5,
M_dispar_10,Chamber,C1,NA,
M_dispar_10,Chamber,C2,NA,
M_dispar_10,Chamber,C3,NA,
M_dispar_10,Chamber,C4,NA,
M_dispar_10,Chamber,C5,NA,
M_dispar_10,Chamber,C6,NA,
M_dispar_10,Chamber,C7,NA,
M_dispar_10,Chamber,C8,NA,
M_dispar_10,Chamber,C9,NA,
M_dispar_10,Chamber,C10,NA,
M_dispar_10,Chamber,C11,NA,
M_dispar_10,Chamber,C12,NA,
M_dispar_10,Chamber,C13,NA,
M_dispar_10,Chamber,C14,NA,
M_dispar_10,Chamber,C15,NA,
M_dispar_10,Chamber,C16,NA,
M_dispar_10,Chamber,C17,NA,
M_dispar_10,Chamber,C18,NA,
M_dispar_10,Chamber,C19,NA,
M_dispar_10,Chamber,C20,NA,
M_dispar_10,Chamber,C21,NA,
M_dispar_10,Chamber,C22,NA,
M_dispar_10,Chamber,C23,NA,
M_dispar_10,Chamber,C24,NA,
M_dispar_10,Chamber,C25,NA,
M_dispar_10,Chamber,C26,NA,
M_dispar_10,Chamber,C27,NA,
M_dispar_10,Chamber,C28,NA,
M_dispar_10,Chamber,C29,NA,
M_dispar_10,Chamber,C30,NA,
M_dispar_10,Chamber,C31,NA,
M_dispar_10,Chamber,C32,NA,
M_dispar_10,Chamber,C33,NA,
M_dispar_11,Chamber,C1,NA,
M_dispar_11,Chamber,C2,NA,
M_dispar_11,Chamber,C3,NA,
M_dispar_11,Chamber,C4,NA,
M_dispar_11,Chamber,C5,NA,
M_dispar_11,Chamber,C6,NA,
M_dispar_11,Chamber,C7,NA,
M_dispar_11,Chamber,C8,NA,
M_dispar_11,Chamber,C9,NA,
M_dispar_11,Chamber,C10,NA,
M_dispar_11,Chamber,C11,NA,
M_dispar_11,Chamber,C12,NA,
M_dispar_11,Chamber,C13,NA,
M_dispar_11,Chamber,C14,NA,
M_dispar_11,Chamber,C15,NA,
M_dispar_11,Chamber,C16,NA,
M_dispar_11,Chamber,C17,NA,
M_dispar_11,Chamber,C18,NA,
M_dispar_11,Chamber,C19,NA,
M_dispar_11,Chamber,C20,NA,
M_dispar_12,Chamber,C1,NA,
M_dispar_12,Chamber,C2,NA,
M_dispar_12,Chamber,C3,NA,
M_dispar_12,Chamber,C4,NA,
M_dispar_12,Chamber,C5,NA,
M_dispar_12,Chamber,C6,NA,
M_dispar_12,Chamber,C7,NA,
M_dispar_12,Chamber,C8,NA,
M_dispar_12,Chamber,C9,NA,
M_dispar_12,Chamber,C10,NA,
M_dispar_12,Chamber,C11,NA,
M_dispar_12,Chamber,C12,NA,
M_dispar_12,Chamber,C13,NA,
M_dispar_12,Chamber,C14,NA,
M_dispar_12,Chamber,C15,NA,
M_dispar_12,Chamber,C16,NA,
M_dispar_12,Chamber,C17,NA,
M_dispar_12,Chamber,C18,NA,
M_dispar_12,Chamber,C19,NA,
M_dispar_12,Chamber,C20,NA,
M_dispar_12,Chamber,C21,NA,
M_dispar_12,Chamber,C22,NA,
M_dispar_12,Chamber,C23,NA,
M_dispar_12,Chamber,C24,NA,
M_dispar_12,Chamber,C25,NA,
M_dispar_12,Chamber,C26,NA,
M_dispar_12,Chamber,C27,NA,
M_dispar_12,Chamber,C28,NA,
M_dispar_12,Chamber,C29,NA,
M_dispar_12,Chamber,C30,NA,
M_dispar_12,Chamber,C31,NA,
M_dispar_12,Chamber,C32,NA,
M_dispar_12,Chamber,C33,NA,
M_dispar_12,Chamber,C34,NA,
M_dispar_12,Chamber,C35,NA,
M_dispar_12,Chamber,C36,NA,
M_dispar_12,Chamber,C37,NA,
M_dispar_12,Chamber,C38,NA,
M_dispar_12,Chamber,C39,NA,
M_dispar_12,Chamber,C40,NA,
M_dispar_12,Chamber,C41,NA,
M_dispar_12,Chamber,C42,NA,
M_dispar_12,Chamber,C43,NA,
M_dispar_12,Chamber,C44,NA,
M_dispar_12,Chamber,C45,NA,
M_dispar_12,Chamber,C46,NA,
M_dispar_12,Chamber,C47,NA,
M_dispar_13,Chamber,C1,NA,
M_dispar_13,Chamber,C2,NA,
M_dispar_13,Chamber,C3,NA,
M_dispar_15,Chamber,C1,NA,
M_dispar_15,Chamber,C2,NA,
M_dispar_15,Chamber,C3,NA,
M_dispar_15,Chamber,C4,NA,
M_dispar_15,Chamber,C5,NA,
M_dispar_15,Chamber,C6,NA,
M_dispar_15,Chamber,C7,NA,
M_dispar_15,Chamber,C8,NA,
M_dispar_15,Chamber,C9,NA,
M_dispar_15,Chamber,C10,NA,
M_dispar_37,Chamber,C1,NA,
M_dispar_37,Chamber,C2,NA,
M_dispar_37,Chamber,C3,NA,
M_dispar_37,Chamber,C4,NA,
M_dispar_37,Chamber,C5,NA,
M_dispar_37,Chamber,C6,NA,
M_dispar_37,Chamber,C7,NA,
M_dispar_37,Chamber,C8,NA,
M_dispar_37,Chamber,C9,NA,
M_dispar_37,Chamber,C10,NA,
M_dispar_5,Chamber,C1,NA,
M_dispar_5,Chamber,C2,NA,
M_dispar_5,Chamber,C3,NA,
M_dispar_5,Chamber,C4,NA,
M_dispar_6,Chamber,C1,NA,
M_dispar_6,Chamber,C2,NA,
M_dispar_6,Chamber,C3,NA,
M_dispar_6,Chamber,C4,NA,
M_dispar_6,Chamber,C5,NA,
M_dispar_6,Chamber,C6,NA,
M_dispar_6,Chamber,C7,NA,
M_dispar_6,Chamber,C8,NA,
M_dispar_6,Chamber,C9,NA,
M_dispar_6,Chamber,C10,NA,
M_dispar_6,Chamber,C11,NA,
M_dispar_6,Chamber,C12,NA,
M_dispar_6,Chamber,C13,NA,
M_dispar_6,Chamber,C14,NA,
M_dispar_6,Chamber,C15,NA,
M_dispar_6,Chamber,C16,NA,
M_dispar_7,Chamber,C1,NA,
M_dispar_7,Chamber,C2,NA,
M_dispar_7,Chamber,C3,NA,
M_dispar_7,Chamber,C4,NA,
M_dispar_7,Chamber,C5,NA,
M_dispar_7,Chamber,C6,NA,
M_dispar_7,Chamber,C7,NA,
M_dispar_7,Chamber,C8,NA,
M_dispar_7,Chamber,C9,NA,
M_dispar_7,Chamber,C10,NA,
M_dispar_7,Chamber,C11,NA,
M_dispar_7,Chamber,C12,NA,
M_dispar_7,Chamber,C13,NA,
M_dispar_7,Chamber,C14,NA,
M_dispar_9,Chamber,C1,NA,
M_dispar_9,Chamber,C2,NA,
M_dispar_9,Chamber,C3,NA,
M_dispar_9,Chamber,C4,NA,
M_dispar_9,Chamber,C5,NA,
M_dispar_9,Chamber,C6,NA,
M_dispar_9,Chamber,C7,NA,
M_dispar_9,Chamber,C8,NA,
M_dispar_9,Chamber,C9,NA,
M_dispar_9,Chamber,C10,NA,
M_dispar_9,Chamber,C11,NA,
M_dispar_9,Chamber,C12,NA,
M_dispar_9,Chamber,C13,NA,
M_dispar_9,Chamber,C14,NA,
M_goeldii_20,Chamber,C1,NA,
M_goeldii_20,Chamber,C2,NA,
M_goeldii_20,Chamber,C3,NA,
M_goeldii_20,Chamber,C4,NA,
M_goeldii_20,Chamber,C5,NA,
M_goeldii_20,Chamber,C6,NA,
M_goeldii_20,Chamber,C7,NA,
M_goeldii_20,Chamber,C8,NA,
M_goeldii_20,Chamber,C9,NA,
M_goeldii_20,Chamber,C10,NA,
M_goeldii_20,Chamber,C11,NA,
M_goeldii_20,Chamber,C12,NA,
M_goeldii_20,Chamber,C13,NA,
M_goeldii_20,Chamber,C14,NA,
M_goeldii_20,Chamber,C15,NA,
M_goeldii_20,Chamber,C16,NA,
M_goeldii_20,Chamber,C17,NA,
M_goeldii_20,Chamber,C18,NA,
M_goeldii_20,Chamber,C19,NA,
M_goeldii_20,Chamber,C20,NA,
M_goeldii_20,Chamber,C21,NA,
M_goeldii_54,Chamber,C1,NA,
M_goeldii_54,Chamber,C2,NA,
M_goeldii_54,Chamber,C3,NA,
M_goeldii_54,Chamber,C4,NA,
M_goeldii_54,Chamber,C5,NA,
M_goeldii_54,Chamber,C6,NA,
M_goeldii_54,Chamber,C7,NA,
M_goeldii_54,Chamber,C8,NA,
M_goeldii_54,Chamber,C9,NA,
M_goeldii_54,Chamber,C10,NA,
M_goeldii_54,Chamber,C11,NA,
M_goeldii_72,Chamber,C1,NA,
M_goeldii_72,Chamber,C2,NA,
M_goeldii_72,Chamber,C3,NA,
M_goeldii_72,Chamber,C4,NA,
M_goeldii_72,Chamber,C5,NA,
M_goeldii_CR17,Entrance,E1,0,
M_goeldii_CR17,Chamber,C6,4.674,
M_goeldii_CR17,Chamber,C7,4.783,
M_goeldii_CR17,Chamber,C2,4.861,
M_goeldii_CR17,Chamber,C1,6.088,
M_goeldii_CR17,Chamber,C8,6.197,
M_goeldii_CR17,Chamber,C5,6.414,
M_goeldii_CR17,Chamber,C3,7.174,
M_goeldii_CR17,Chamber,C4,7.175,
M_inflatus1,Entrance,E1,0,graph
M_inflatus1,Chamber,C2,5,
M_inflatus1,Chamber,C1,6.5,
M_inflatus1,Chamber,C3,7.5,
M_inflatus2,Entrance,E1,0,
M_inflatus2,Chamber,C2,3.884,
M_inflatus2,Chamber,C1,4.47,
M_inflatus2,Chamber,C3,7.415,
M_inflatus2,Chamber,C4,8.353,
M_inflatus3,Entrance,E1,0,
M_inflatus3,Chamber,C1,8,
M_inflatus3,Chamber,C2,8,
M_inflatus3,Chamber,C3,3,
M_inflatus4,Entrance,E1,0,
M_inflatus4,Chamber,C1,9,
M_inflatus4,Chamber,C2,7,
M_parallelus1,Entrance,E1,0,
M_parallelus1,Chamber,C1,3,
M_parallelus10,Entrance,E1,0,
M_parallelus10,Chamber,C1,10.4,
M_parallelus11,Entrance,E1,0,
M_parallelus11,Chamber,C1,2.6,
M_parallelus12,Entrance,E1,0,
M_parallelus12,Chamber,C1,7.3,
M_parallelus13,Entrance,E1,0,
M_parallelus13,Chamber,C1,5.6,
M_parallelus14,Entrance,E1,0,
M_parallelus14,Chamber,C1,4,
M_parallelus15,Entrance,E1,0,
M_parallelus15,Chamber,C1,3.5,
M_parallelus17,Entrance,E1,0,
M_parallelus17,Chamber,C1,4.6,
M_parallelus19,Entrance,E1,0,
M_parallelus19,Chamber,C1,7,
M_parallelus2,Entrance,E1,0,
M_parallelus2,Chamber,C1,2,
M_parallelus3,Entrance,E1,0,
M_parallelus3,Chamber,C2,2.2,
M_parallelus3,Chamber,C1,3.8,
M_parallelus4,Entrance,E1,0,
M_parallelus4,Chamber,C1,5,
M_parallelus5,Entrance,E1,0,
M_parallelus5,Chamber,C1,4,
M_parallelus6,Entrance,E1,0,
M_parallelus6,Chamber,C1,7,
M_parallelus8,Entrance,E1,0,
M_parallelus8,Chamber,C1,2.5,
M_parallelus9,Entrance,E1,0,
M_parallelus9,Chamber,C1,5.7,
M_simplex1,Entrance,E1,NA,
M_simplex1,Chamber,C1,NA,
M_simplex1,Chamber,C2,NA,
M_simplex2,Entrance,E1,0,
M_simplex2,Chamber,C1,4.5,
M_simplex2,Chamber,C2,7.5,
M_simplex2,Chamber,C3,12,
M_simplex3,Entrance,E1,0,
M_simplex3,Chamber,C1,5,
M_simplex3,Chamber,C2,7.5,
M_simplex3b,Entrance,E1,0,
M_simplex3b,Chamber,C1,3.571,
M_simplex3b,Chamber,C2,4.523,
M_simplex3b,Chamber,C3,12.025,
M_simplex4,Entrance,E1,0,
M_simplex4,Chamber,C1,6,
M_simplex4,Chamber,C2,6.5,
M_simplex5,Entrance,E1,0,
M_simplex5,Chamber,C1,5,
M_simplex5,Chamber,C2,13.5,
M_simplex6,Entrance,E1,0,
M_simplex6,Chamber,C1,6.5,
M_simplex6,Chamber,C2,7.5,
M_simplex6,Chamber,C3,19,
M_simplex7,Entrance,E1,0,
M_simplex7,Chamber,C1,1.5,
M_simplex7,Chamber,C2,4.5,
M_simplex7,Chamber,C3,7.5,
M_simplex8,Entrance,E1,NA,
M_simplex8,Chamber,C1,NA,
M_simplex8,Chamber,C2,NA,
M_smithii_CR32a,Chamber,C1,NA,
M_smithii_CR32a,Chamber,C2,NA,
M_smithii_CR32a,Chamber,C3,NA,
M_smithii_CR32a,Chamber,C4,NA,
M_smithii_CR32a,Chamber,C5,NA,
M_smithii_CR32a,Chamber,C6,NA,
M_smithii_CR32a,Chamber,C7,NA,
M_smithii_CR32a,Chamber,C8,NA,
M_smithii_CR32a,Chamber,C9,NA,
M_smithii_CR32a,Chamber,C10,NA,
M_smithii_CR32a,Chamber,C11,NA,
M_smithii_CR32a,Chamber,C12,NA,
M_smithii_CR32a,Chamber,C13,NA,
M_smithii_CR32a,Chamber,C14,NA,
M_smithii_CR32a,Chamber,C15,NA,
M_smithii_CR32b,Chamber,C1,NA,
M_smithii_CR32b,Chamber,C2,NA,
M_smithii_CR32b,Chamber,C3,NA,
M_smithii_CR33,Chamber,C1,NA,
M_smithii_CR33,Chamber,C2,NA,
M_smithii_CR33,Chamber,C3,NA,
M_smithii_CR33,Chamber,C4,NA,
M_smithii_CR34,Chamber,C1,NA,
M_smithii_CR34,Chamber,C2,NA,
M_smithii_CR34,Chamber,C3,NA,
M_smithii_CR34,Chamber,C4,NA,
M_smithii_CR34,Chamber,C5,NA,
M_smithii_CR34,Chamber,C6,NA,
M_smithii_CR34,Chamber,C7,NA,
M_smithii_CR34,Chamber,C8,NA,
M_smithii_CR34,Chamber,C9,NA,
M_smithii_CR34,Chamber,C10,NA,
M_smithii_CR34,Chamber,C11,NA,
M_smithii_CR34,Chamber,C12,NA,
M_smithii_CR34,Chamber,C13,NA,
M_smithii_CR60,Chamber,C1,NA,
M_smithii_CR60,Chamber,C2,NA,
M_smithii_CR60,Chamber,C3,NA,
M_smithii_CR60,Chamber,C4,NA,
M_smithii_CR60,Chamber,C5,NA,
M_smithii_CR61a,Chamber,C1,NA,
M_smithii_CR61a,Chamber,C2,NA,
M_smithii_CR61a,Chamber,C3,NA,
M_smithii_CR61a,Chamber,C4,NA,
M_smithii_CR61a,Chamber,C5,NA,
M_smithii_CR61a,Chamber,C6,NA,
M_smithii_CR61a,Chamber,C7,NA,
M_smithii_CR61a,Chamber,C8,NA,
M_smithii_CR61a,Chamber,C9,NA,
M_smithii_CR61a,Chamber,C10,NA,
M_smithii_CR61a,Chamber,C11,NA,
M_smithii_CR61a,Chamber,C12,NA,
M_smithii_CR61a,Chamber,C13,NA,
M_smithii_CR61a,Chamber,C14,NA,
M_smithii_CR61b,Chamber,C1,NA,
M_smithii_CR61b,Chamber,C2,NA,
M_smithii_CR61b,Chamber,C3,NA,
M_smithii_CR7,Entrance,E1,0,
M_smithii_CR7,Chamber ,C1,3.571,
M_smithii_CR7,Chamber ,C2,4.143,
M_smithii_CR7,Chamber ,C3,5.008,
M_smithii_CR8,Chamber,C1,NA,
M_smithii_CR8,Chamber,C2,NA,
M_smithii_CR8,Chamber,C3,NA,
M_viridum,Chamber,C1,4.268,
M_viridum,Chamber,C2,4.829,
M_viridum,Chamber,C3,1.303,
M_viridum,Chamber,C4,2.751,
M_viridum,Chamber,C5,3.766,
M_viridum,Chamber,C6,3.369,
M_viridum,Chamber,C7,5.527,
M_viridum,Chamber,C8,5.375,
M_viridum,Chamber,C9,4.277,
M_viridum,Chamber,C10,3.713,
M_viridum,Chamber,C11,2.826,
M_viridum,Chamber,C12,2.502,
M_viridum,Chamber,C13,1.507,
M_viridum,Chamber,C14,4.225,
M_viridum,Chamber,C15,2.725,
M_viridum,Chamber,C16,0.834,
M_viridum,Chamber,C17,2.969,
M_viridum,Chamber,C18,3.182,
M_viridum,Chamber,C19,1.179,
M_viridum,Chamber,C20,2.515,
M_viridum,Chamber,C21,3.875,
M_viridum,Chamber,C22,1.916,
M_viridum,Chamber,C23,2.106,
M_viridum,Chamber,C24,3.354,
M_viridum,Chamber,C25,1.897,
M_viridum,Chamber,C26,1.315,
M_viridum,Chamber,C27,3.784,
M_viridum,Chamber,C28,1.09,
M_viridum,Chamber,C29,2.429,
M_viridum,Chamber,C30,2.546,
M_viridum,Chamber,C31,2.016,
M_viridum,Chamber,C32,1.756,
M_viridum,Chamber,C33,3.355,
M_viridum,Chamber,C34,2.967,
M_viridum,Chamber,C35,1.692,
M_viridum,Chamber,C36,2.926,
M_viridum,Chamber,C37,2.465,
Mes_pergandei1,Chamber ,C30,2.460625,0.96875
Mes_pergandei1,Chamber ,C26,2.8575,1.125
Mes_pergandei1,Chamber ,C4,3.01625,1.1875
Mes_pergandei1,Chamber ,C25,3.01625,1.1875
Mes_pergandei1,Chamber ,C5,3.175,1.25
Mes_pergandei1,Chamber ,C12,3.175,1.25
Mes_pergandei1,Chamber ,C33,3.175,1.25
Mes_pergandei1,Chamber ,C28,3.33375,1.3125
Mes_pergandei1,Chamber ,C18,3.4925,1.375
Mes_pergandei1,Chamber ,C21,3.4925,1.375
Mes_pergandei1,Chamber ,C29,3.65125,1.4375
Mes_pergandei1,Chamber ,C20,4.445,1.75
Mes_pergandei1,Chamber ,C3,4.524375,1.78125
Mes_pergandei1,Chamber ,C27,4.60375,1.8125
Mes_pergandei1,Chamber ,C10,4.92125,1.9375
Mes_pergandei1,Chamber ,C17,4.92125,1.9375
Mes_pergandei1,Chamber ,C9,5.3975,2.125
Mes_pergandei1,Chamber ,C13,5.3975,2.125
Mes_pergandei1,Chamber ,C15,5.3975,2.125
Mes_pergandei1,Chamber ,C1,5.87375,2.3125
Mes_pergandei1,Chamber ,C24,6.19125,2.4375
Mes_pergandei1,Chamber ,C32,6.19125,2.4375
Mes_pergandei1,Chamber ,C11,6.82625,2.6875
Mes_pergandei1,Chamber ,C22,6.82625,2.6875
Mes_pergandei1,Chamber ,C19,6.985,2.75
Mes_pergandei1,Chamber ,C16,7.46125,2.9375
Mes_pergandei1,Chamber ,C23,7.62,3
Mes_pergandei1,Chamber ,C6,8.89,3.5
Mes_pergandei1,Chamber ,C7,9.525,3.75
Mes_pergandei1,Chamber ,C8,10.16,4
Mes_pergandei1,Chamber ,C2,10.31875,4.0625
Mes_pergandei1,Chamber ,C14,13.17625,5.1875
Mes_pergandei1,Chamber ,C31,13.6525,5.375
M_navajo1,Chamber,C1,NA,
M_navajo1,Chamber,C2,NA,
M_navajo1,Chamber,C3,NA,
M_navajo1,Chamber,C4,NA,
M_navajo1,Chamber,C5,NA,
M_navajo1,Chamber,C6,NA,
M_navajo1,Chamber,C7,NA,
M_navajo1,Chamber,C8,NA,
M_navajo1,Chamber,C9,NA,
M_navajo1,Chamber,C10,NA,
M_navajo1,Chamber,C11,NA,
M_navajo1,Chamber,C12,NA,
M_navajo1,Chamber,C13,NA,
M_navajo1,Chamber,C14,NA,
O_brunneus1,Entrance,E1,0,
O_brunneus1,Chamber,C6,3.88,
O_brunneus1,Chamber,C4,4.14,
O_brunneus1,Chamber,C7,4.8,
O_brunneus1,Chamber,C2,4.88,
O_brunneus1,Chamber,C5,5.1,
O_brunneus1,Chamber,C1,5.23,
O_brunneus1,Chamber,C3,6.34,
O_brunneus10,Entrance,E1,0,
O_brunneus10,Chamber,C1,2.034,
O_brunneus10,Chamber,C3,2.652,
O_brunneus10,Chamber,C8,3.661,
O_brunneus10,Chamber,C6,3.666,
O_brunneus10,Chamber,C2,3.683,
O_brunneus10,Chamber,C7,3.949,
O_brunneus10,Chamber,C5,3.996,
O_brunneus10,Chamber,C9,4.088,
O_brunneus10,Chamber,C4,4.271,
O_brunneus11,Entrance,E1,0,
O_brunneus11,Chamber,C5,2.27,
O_brunneus11,Chamber,C3,4.13,
O_brunneus11,Chamber,C19,4.153,
