Nest ID,Species,# Files,File Name(s),Networked?,Entrance Chamber Width?,# Entrances?,Tunnel Lengths?,Nest Depth? (m)
A_balzani23,Acromyrmex balzani,3,"acromyrmex-balzani_external-table_batista-2021, acromyrmex-balzani_internal-table_batista-2021, acromyrmex-balzani_models-fig2_batista-2021",y,y,1,n/a,0.76
A_laevigata1,Atta laevigata,4,"atta-laevigata_circular-tunnel-table_moreira-2004, atta-laevigata_depths-table_moreira2004, atta-laevigata_table_moreira-2004, atta-laevigata_tunnel-table_moreira-2004",ask,ask,ask,ask,1.8
A_laevigata2,Atta laevigata,5,"atta-laevigata_circular-tunnel-table_moreira-2004, atta-laevigata_depths-table_moreira2004, atta-laevigata_photos-nests2n3_moreira-2004, atta-laevigata_table_moreira-2004, atta-laevigata_tunnel-table_moreira-2004",ask,ask,ask,ask,2.1
A_laevigata3,Atta laevigata,5,"atta-laevigata_circular-tunnel-table_moreira-2004, atta-laevigata_depths-table_moreira2004, atta-laevigata_photos-nests2n3_moreira-2004, atta-laevigata_table_moreira-2004, atta-laevigata_tunnel-table_moreira-2004",ask,ask,ask,ask,1.2
A_bisphaerica1,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,1.2
A_bisphaerica2,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,1.6
A_bisphaerica3,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,1.6
A_bisphaerica4,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,1.2
A_bisphaerica5,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,1.5
A_bisphaerica6,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,2.9
A_bisphaerica7,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,1.4
A_bisphaerica8,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,2.6
A_bisphaerica9,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,2.5
A_bisphaerica10,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,1.3
A_bisphaerica11,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,2.9
A_bisphaerica12,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,2.6
A_bisphaerica13,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,2.8
A_bisphaerica14,Atta bisphaerica,3,"atta-bisphaerica_chamber-table_forti-2018, atta-bisphaerica_depth-table_forti-2018, atta-bisphaerica_tunnel-table_forti-2018",ask,ask,ask,ask,2.8
A_bisphaerica_A1,Atta bisphaerica,2,"atta-bisphaerica_tunnel-table_moreira-2004, atta-bisphaerica_chamber-table_moreira-2004",ask,ask,ask,ask,n/a
A_bisphaerica_A2,Atta bisphaerica,2,"atta-bisphaerica_tunnel-table_moreira-2004, atta-bisphaerica_chamber-table_moreira-2004",ask,ask,ask,ask,n/a
A_bisphaerica_A3,Atta bisphaerica,2,"atta-bisphaerica_tunnel-table_moreira-2004, atta-bisphaerica_chamber-table_moreira-2004",ask,ask,ask,ask,n/a
A_bisphaerica_A4,Atta bisphaerica,2,"atta-bisphaerica_tunnel-table_moreira-2004, atta-bisphaerica_chamber-table_moreira-2004",ask,ask,ask,ask,n/a
A_bisphaerica_A5,Atta bisphaerica,2,"atta-bisphaerica_tunnel-table_moreira-2004, atta-bisphaerica_chamber-table_moreira-2004",ask,ask,ask,ask,n/a
A_bisphaerica_A6,Atta bisphaerica,2,"atta-bisphaerica_tunnel-table_moreira-2004, atta-bisphaerica_chamber-table_moreira-2004",ask,ask,ask,ask,n/a
A_bisphaerica_B1,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
A_bisphaerica_B2,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
A_bisphaerica_B3,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
A_bisphaerica_B4,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
A_bisphaerica_B5,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
A_bisphaerica_B6,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
A_bisphaerica_B7,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
A_bisphaerica_B8,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
A_bisphaerica_B9,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
A_bisphaerica_B10,Atta bisphaerica,1,atta-bisphaerica_entrance-table_moreira-2004,ask,ask,n,ask,n/a
H_venator1,Harpegnathos venator,1,harpegnathos-venator_photos-schematics_aupanun-2022,y,y,1,ask,0.16
H_venator2,Harpegnathos venator,1,harpegnathos-venator_photos-schematics_aupanun-2022,y,y,1,ask,0.1
Aphaenogaster_1,Aphaenogaster,0,,y,y,1,y,n/a
Forelius_sp1,Forelius,0,,y,y,1,y,n/a
P_badius_223_new,Pogonomyrmex badius,?,,y,y,1,n,n
P_badius_290_new,Pogonomyrmex badius,?,,y,y,1,n,n
P_imparis1,Prenolepis imparis,0,,y,y,1,n,n
29,Dorymyrmex bureni,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.1376859
53,Dorymyrmex bureni,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.3045794
83,Dorymyrmex bureni,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.1974533
125,Dorymyrmex bureni,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.237516
55,Dorymyrmex bureni,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.1977815
70,Dorymyrmex bureni,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.3166256
59,Dorymyrmex bureni,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.1836707
79,Dorymyrmex bureni,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.2168459
56,Dorymyrmex bureni,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.2016119
57,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.2886204
69,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.1914515
113,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.150427
119,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.139903
71,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.547874
72,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.2597614
112,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.160984
73,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.2072463
67,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.4462049
68,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.6894512
120,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.063264
128,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.393766
121,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.268437
116,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.524634
111,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.391492
93,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.455118
130,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.291014
30,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.1537061
92,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.492558
131,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.23062
50,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.7783585
61,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.3192598
122,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.254625
133,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.388754
126,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.389966
110,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.467253
117,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.527067
129,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.246401
75,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.5296993
132,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.374477
123,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.578283
118,Dorymyrmex elegans,2,"dorymyrmex_drager_fig-2, drager-dorymyrmex-data",n,n,n,n,0.45448
